hotel_id,name,location,coordinates,star_rating,review_score,review_count,property_type,distance_to_center,distance_to_airport,chain_brand,amenities,sustainability_rating,city,country
H00778,Paris Golden Manor,"Paris, France","[48.899258, 2.396148]",5.0,10.0,803,Hotel,5.6,21.8,St. Regis,"Room Service,Parking,Spa,Pool,Air Conditioning,Restaurant,WiFi,Beach Access,Bar,Airport Shuttle,Concierge,Breakfast,Laundry,Balcony",2.4,Paris,France
H00779,Garden Berlin Inn,"Berlin, Germany","[52.553893, 13.487316]",4.0,9.7,502,Hotel,14.8,21.3,Renaissance,"Gym,Conference Rooms,Restaurant,Room Service,Concierge,Parking,Pool,Kitchen",3.6,Berlin,Germany
H00780,Singapore Imperial Suites,"Singapore, Singapore","[1.387227, 103.746551]",3.0,8.1,378,Hotel,8.6,18.5,St. Regis,"Concierge,24h Front Desk,Spa,Conference Rooms,Parking,Air Conditioning,Restaurant,Gym,Laundry,Room Service,Bar,Breakfast",1.2,Singapore,Singapore
H00781,Garden Rome Manor,"Rome, Italy","[41.941301, 12.504117]",4.0,9.2,2305,Hotel,6.3,27.0,Holiday Inn,"Parking,Beach Access,Gym,Breakfast,Laundry,Conference Rooms,Kitchen,Room Service,24h Front Desk,Pool",2.8,Rome,Italy
H00782,Bangkok Grand Lodge,"Bangkok, Thailand","[13.783174, 100.498878]",2.0,8.0,17,Hotel,0.7,44.5,Marriott,"Pet Friendly,Laundry,Beach Access,Concierge,Breakfast",1.3,Bangkok,Thailand
H00783,Crown Sydney Hotel,"Sydney, Australia","[-33.86322, 151.32788]",4.0,9.3,1147,Hotel,3.6,40.6,Accor,"Gym,Restaurant,Parking,Business Center,Pet Friendly,Beach Access,Kitchen,Conference Rooms,Concierge,Breakfast,WiFi,Room Service",3.6,Sydney,Australia
H00784,Anderson Roberts and Gilmore Lodge,"Bangkok, Thailand","[13.65872, 100.487956]",3.0,8.1,420,Hotel,0.1,11.2,Four Seasons,"Laundry,Pool,Gym,Breakfast,Conference Rooms,Concierge,Airport Shuttle,Balcony,Bar",2.3,Bangkok,Thailand
H00785,Martinez-Dudley Resort,"Prague, Czech Republic","[50.131164, 14.484758]",5.0,9.5,157,Hotel,5.3,24.9,InterContinental,"Pool,Spa,Balcony,Beach Access,Room Service,Conference Rooms,Gym,Laundry,Pet Friendly,Business Center,Concierge,Breakfast,Parking,Airport Shuttle,Bar,Air Conditioning,WiFi",1.0,Prague,Czech Republic
H00786,Lloyd Mckinney and Collins Suites,"New York, USA","[40.732738, -73.966741]",3.0,7.5,70,Villa,4.5,30.3,Novotel,"WiFi,Restaurant,Spa,Balcony,Kitchen,Air Conditioning,Laundry,Pool",4.0,New York,USA
H00787,Premier Paris Manor,"Paris, France","[48.929551, 2.41922]",4.0,9.6,5000,Resort,4.5,21.9,Renaissance,"Spa,Parking,24h Front Desk,Air Conditioning,Bar,Concierge,Beach Access,Conference Rooms,Restaurant,Breakfast,Business Center,Pool,Room Service,Kitchen,Balcony,WiFi",1.3,Paris,France
H00788,Tran Hotel,"Madrid, Spain","[40.437041, -3.639277]",4.0,9.2,703,Hotel,2.9,50.7,Accor,"Balcony,Kitchen,Room Service,Air Conditioning,Beach Access,Restaurant,Laundry,Airport Shuttle,Pool,Parking,Business Center,Bar,Concierge",4.3,Madrid,Spain
H00789,Sydney Crown Manor,"Sydney, Australia","[-33.787718, 151.291007]",3.0,8.4,232,Hotel,3.3,41.1,Independent,"Concierge,Restaurant,WiFi,Parking,Laundry,Pool,Balcony,Room Service,Kitchen",1.4,Sydney,Australia
H00790,Imperial Los Angeles Inn,"Los Angeles, USA","[34.113397, -118.322271]",5.0,9.5,930,Villa,1.1,22.0,W Hotels,"Pool,Pet Friendly,Restaurant,Laundry,Balcony,Kitchen,WiFi,Gym,Bar,Conference Rooms,Airport Shuttle,Spa,Breakfast,Business Center,Air Conditioning,Parking,Concierge",4.5,Los Angeles,USA
H00791,Central Prague Lodge,"Prague, Czech Republic","[49.994013, 14.465615]",4.0,8.2,467,Resort,5.7,35.5,W Hotels,"Laundry,Restaurant,Conference Rooms,Parking,24h Front Desk,Pool,Concierge,Airport Shuttle,Business Center,Room Service,Pet Friendly,Gym,Breakfast",2.1,Prague,Czech Republic
H00792,Dubai Premier House,"Dubai, UAE","[25.221033, 55.257282]",4.0,9.2,976,Resort,2.5,42.3,Renaissance,"Breakfast,24h Front Desk,Gym,Pool,WiFi,Concierge,Pet Friendly,Kitchen,Spa,Balcony,Airport Shuttle,Business Center,Conference Rooms",1.3,Dubai,UAE
H00793,Premier Tokyo Hotel,"Tokyo, Japan","[35.598536, 139.683597]",3.0,8.3,727,Hotel,3.8,11.3,Accor,"Bar,24h Front Desk,Concierge,Gym,Pool,Parking,Restaurant",4.0,Tokyo,Japan
H00794,Dubai Plaza Suites,"Dubai, UAE","[25.263797, 55.310835]",4.0,10.0,13,Villa,5.1,39.8,Accor,"Beach Access,WiFi,Bar,Airport Shuttle,Spa,Pet Friendly,Business Center,Room Service,Gym,Balcony",3.4,Dubai,UAE
H00795,Gay Resort,"Vienna, Austria","[48.178359, 16.318407]",3.0,7.5,651,Hotel,11.4,25.5,Hilton,"Business Center,Room Service,Bar,Concierge,Breakfast,Pool,Parking,WiFi",3.9,Vienna,Austria
H00796,Valentine-Holland Lodge,"Berlin, Germany","[52.563264, 13.331975]",4.0,9.8,429,Hotel,1.0,52.2,Four Seasons,"WiFi,Pet Friendly,Concierge,Gym,Airport Shuttle,Balcony,Air Conditioning,Breakfast,24h Front Desk,Kitchen,Conference Rooms",2.5,Berlin,Germany
H00797,Bangkok Royal Resort,"Bangkok, Thailand","[13.693399, 100.545757]",2.0,7.6,218,Hotel,1.4,15.2,Ritz-Carlton,"Pet Friendly,Beach Access,Kitchen,Restaurant,Gym,Business Center,Room Service,Airport Shuttle",5.0,Bangkok,Thailand
H00798,Vienna Premier Inn,"Vienna, Austria","[48.216368, 16.439504]",4.0,8.7,542,Resort,0.3,37.5,Hyatt,"Spa,Beach Access,Air Conditioning,Business Center,Pool,Parking,Conference Rooms,Bar,WiFi,Breakfast,Restaurant",4.4,Vienna,Austria
H00799,Jimenez Ltd Lodge,"Madrid, Spain","[40.393554, -3.722693]",4.0,9.1,36,Hotel,2.5,25.2,Four Seasons,"Parking,Gym,Kitchen,Business Center,Beach Access,Room Service,Air Conditioning,WiFi",4.3,Madrid,Spain
H00800,Premier Barcelona Inn,"Barcelona, Spain","[41.416345, 2.169683]",4.0,9.1,1028,Hotel,7.7,18.1,Hilton,"WiFi,Pool,Airport Shuttle,Concierge,Conference Rooms,Spa,Bar,24h Front Desk,Beach Access,Gym",4.4,Barcelona,Spain
H00801,Amsterdam Premier Hotel,"Amsterdam, Netherlands","[52.372661, 4.780168]",4.0,8.4,843,Hotel,0.4,28.1,InterContinental,"Air Conditioning,Gym,Pool,Pet Friendly,Breakfast,Room Service,Parking,Balcony,Concierge,Kitchen,Conference Rooms",2.7,Amsterdam,Netherlands
H00802,Hicks-Hill Manor,"Paris, France","[48.880388, 2.420519]",4.0,8.8,1840,Hotel,1.2,34.3,Marriott,"Air Conditioning,Balcony,Business Center,Pet Friendly,Concierge,Kitchen,Restaurant,24h Front Desk,Spa,WiFi,Airport Shuttle,Parking,Breakfast",2.9,Paris,France
H00803,Baird-Sanchez Hotel,"Istanbul, Turkey","[40.969323, 29.03648]",3.0,8.3,3516,Hotel,2.8,17.6,Accor,"Air Conditioning,Pool,24h Front Desk,Kitchen,Restaurant,Room Service",3.0,Istanbul,Turkey
H00804,Thomas Lee and Greene House,"Tokyo, Japan","[35.6704, 139.704561]",4.0,9.2,409,Apartment,1.2,6.1,St. Regis,"Beach Access,Pet Friendly,Breakfast,Room Service,Airport Shuttle,Balcony,WiFi,Spa,24h Front Desk,Pool,Parking,Concierge,Kitchen,Business Center",3.9,Tokyo,Japan
H00805,Central Mumbai Lodge,"Mumbai, India","[19.038076, 72.855422]",3.0,8.1,1137,Villa,2.3,4.3,Renaissance,"Pool,WiFi,Business Center,Beach Access,Gym,Breakfast,Air Conditioning,Kitchen,Concierge,Restaurant",2.3,Mumbai,India
H00806,Vienna Crown Resort,"Vienna, Austria","[48.314282, 16.381705]",4.0,9.2,3332,Hostel,1.5,20.7,Ritz-Carlton,"Restaurant,24h Front Desk,Air Conditioning,Spa,Gym,Pool,Beach Access,Conference Rooms,Balcony,Business Center,Bar,Pet Friendly,Airport Shuttle,Parking,Kitchen,Room Service",4.8,Vienna,Austria
H00807,Premier Barcelona Lodge,"Barcelona, Spain","[41.463847, 2.21134]",4.0,9.3,375,Apartment,2.4,12.3,Westin,"Airport Shuttle,Kitchen,Balcony,Spa,Pool,Bar,Room Service,Pet Friendly,Parking,Business Center,Restaurant,Air Conditioning,Breakfast,Conference Rooms,24h Front Desk",2.9,Barcelona,Spain
H00808,Suarez Shields and Hill Hotel,"Tokyo, Japan","[35.733935, 139.585753]",4.0,9.0,3912,Hotel,1.3,25.9,Hilton,"Pet Friendly,Restaurant,Pool,Business Center,Laundry,Airport Shuttle,24h Front Desk,Balcony,Kitchen,WiFi,Concierge,Air Conditioning,Breakfast,Gym,Parking",2.6,Tokyo,Japan
H00809,Park Barcelona Lodge,"Barcelona, Spain","[41.48644, 2.276396]",4.0,8.6,822,Hotel,0.4,26.6,Hilton,"Beach Access,24h Front Desk,Air Conditioning,WiFi,Breakfast,Room Service,Business Center,Balcony,Spa,Pet Friendly,Laundry",3.6,Barcelona,Spain
H00810,Morgan-French House,"Vienna, Austria","[48.241313, 16.386056]",4.0,9.6,1759,Apartment,5.8,23.8,Ibis,"Pool,Kitchen,Pet Friendly,WiFi,Airport Shuttle,Laundry,Concierge,Restaurant,Parking,Spa,Balcony,Bar",1.7,Vienna,Austria
H00811,Hoover-Campbell Resort,"Paris, France","[48.806755, 2.305557]",3.0,8.3,200,Hotel,4.8,23.8,Novotel,"Spa,Kitchen,24h Front Desk,Parking,Laundry,Room Service,Balcony,Pet Friendly",2.7,Paris,France
H00812,Los Angeles Crown Inn,"Los Angeles, USA","[34.052951, -118.226886]",4.0,8.8,1453,Hotel,9.2,34.4,Independent,"Business Center,Restaurant,WiFi,Conference Rooms,Balcony,Pool,Spa,24h Front Desk,Air Conditioning,Breakfast,Bar,Room Service,Kitchen",4.3,Los Angeles,USA
H00813,Monroe-Carpenter Suites,"London, UK","[51.529237, -0.10774]",5.0,10.0,4825,Resort,2.5,24.2,Hilton,"Spa,Parking,Airport Shuttle,Conference Rooms,Bar,Business Center,Laundry,WiFi,Concierge,24h Front Desk,Pet Friendly,Kitchen,Air Conditioning,Beach Access",3.4,London,UK
H00814,Mumbai Silver Manor,"Mumbai, India","[19.108444, 72.976882]",4.0,9.2,1883,Villa,0.2,26.7,Hilton,"Gym,Conference Rooms,Kitchen,Airport Shuttle,Beach Access,Business Center,Air Conditioning,Restaurant,24h Front Desk,Pet Friendly,Laundry,Concierge,Spa",2.6,Mumbai,India
H00815,Premier Amsterdam Inn,"Amsterdam, Netherlands","[52.389273, 4.803821]",2.0,8.0,185,Hostel,7.9,34.0,Courtyard,"Spa,Pool,Bar,Balcony,Laundry,Parking,Kitchen,WiFi,Conference Rooms,Beach Access",2.5,Amsterdam,Netherlands
H00816,Burns Hernandez and Ryan Manor,"London, UK","[51.49611, -0.180535]",4.0,9.2,3156,Hotel,0.1,21.7,Ibis,"Pet Friendly,Kitchen,Pool,Business Center,Beach Access,Breakfast,Laundry,Conference Rooms,Balcony,Concierge,24h Front Desk,Airport Shuttle,Spa,Parking,Gym",1.4,London,UK
H00817,Central New York Hotel,"New York, USA","[40.658437, -73.943512]",4.0,9.7,1460,Hotel,7.4,-4.5,Hampton Inn,"Concierge,Parking,Restaurant,WiFi,Airport Shuttle,Breakfast,24h Front Desk,Bar,Beach Access,Room Service,Pet Friendly,Business Center,Kitchen,Conference Rooms",1.8,New York,USA
H00818,Cook-Hines Suites,"Berlin, Germany","[52.487914, 13.411112]",3.0,8.2,257,Hotel,0.8,17.6,W Hotels,"Breakfast,WiFi,Spa,Room Service,Airport Shuttle,Conference Rooms,Pet Friendly,24h Front Desk,Concierge,Laundry,Parking",1.7,Berlin,Germany
H00819,Gibson-Morris Lodge,"Paris, France","[48.849897, 2.298527]",4.0,10.0,1203,Apartment,0.1,14.5,Hilton,"Restaurant,24h Front Desk,Gym,Kitchen,Business Center,Parking,Conference Rooms,Laundry,Airport Shuttle,Concierge,Room Service,Pet Friendly",1.6,Paris,France
H00820,Central São Paulo Resort,"São Paulo, Brazil","[-23.599115, -46.622104]",3.0,7.4,980,Hotel,1.0,17.1,Accor,"Air Conditioning,Balcony,Breakfast,Laundry,Airport Shuttle,Restaurant,Spa,Parking,Kitchen,Concierge,Bar",3.2,São Paulo,Brazil
H00821,Pollard and Sons Inn,"Prague, Czech Republic","[50.067953, 14.39914]",2.0,7.6,55,Apartment,4.0,36.8,Four Seasons,"Spa,Business Center,Laundry,Concierge,Pet Friendly,Pool",2.6,Prague,Czech Republic
H00822,São Paulo Plaza House,"São Paulo, Brazil","[-23.530093, -46.486148]",3.0,8.8,695,Villa,6.3,25.9,Hampton Inn,"Business Center,Laundry,Concierge,Beach Access,Restaurant,Breakfast,Conference Rooms,Spa,Room Service,Airport Shuttle",4.2,São Paulo,Brazil
H00823,Park Prague Inn,"Prague, Czech Republic","[50.06193, 14.414603]",5.0,10.0,1055,Resort,0.4,33.5,St. Regis,"Airport Shuttle,Spa,Gym,Concierge,Balcony,Conference Rooms,Kitchen,Parking,Business Center,Beach Access,Breakfast,Air Conditioning,Pet Friendly,WiFi",1.7,Prague,Czech Republic
H00824,Reyes Chase and Jenkins Suites,"Miami, USA","[25.716216, -80.232908]",3.0,7.8,1108,Hotel,4.9,4.4,Best Western,"Spa,Restaurant,Pool,Concierge,WiFi,Pet Friendly,Gym,Kitchen,Balcony,Conference Rooms",2.5,Miami,USA
H00825,Central Berlin Suites,"Berlin, Germany","[52.47618, 13.439017]",4.0,9.3,671,Hotel,8.6,17.4,Ibis,"24h Front Desk,Kitchen,Business Center,Parking,Spa,Bar,Concierge,Laundry,Balcony,Pet Friendly,Airport Shuttle,Pool,WiFi",2.4,Berlin,Germany
H00826,Los Angeles Central Suites,"Los Angeles, USA","[34.085382, -118.191799]",5.0,10.0,872,Hotel,3.0,40.0,Sheraton,"Concierge,Parking,Air Conditioning,Restaurant,Bar,Pet Friendly,24h Front Desk,Breakfast,Conference Rooms,Pool,Gym,WiFi,Kitchen",4.9,Los Angeles,USA
H00827,Garner-Thornton Lodge,"Bangkok, Thailand","[13.855376, 100.479576]",3.0,9.0,1290,Hotel,19.4,30.7,Ibis,"Breakfast,Conference Rooms,Spa,Business Center,Parking,Balcony,Bar,WiFi,Air Conditioning",3.6,Bangkok,Thailand
H00828,Plaza Vienna Resort,"Vienna, Austria","[48.228052, 16.358166]",5.0,9.6,3136,Hotel,5.8,29.6,InterContinental,"Airport Shuttle,24h Front Desk,Beach Access,Bar,Restaurant,WiFi,Concierge,Pet Friendly,Breakfast,Spa,Room Service,Conference Rooms,Air Conditioning,Business Center,Parking,Gym",3.7,Vienna,Austria
H00829,Vienna Palace Lodge,"Vienna, Austria","[48.193449, 16.434129]",4.0,8.9,844,Hotel,4.9,28.8,Ritz-Carlton,"Conference Rooms,Air Conditioning,Laundry,Business Center,Bar,Restaurant,Kitchen,Parking,Pool,Spa",4.1,Vienna,Austria
H00830,Silver Madrid Suites,"Madrid, Spain","[40.485076, -3.709293]",3.0,8.3,1069,Hotel,0.0,22.6,Accor,"WiFi,Pool,Kitchen,Room Service,Beach Access,Business Center,Concierge,Air Conditioning,Bar,Spa",2.2,Madrid,Spain
H00831,Imperial Bangkok Inn,"Bangkok, Thailand","[13.787809, 100.389705]",4.0,9.1,955,Villa,19.8,32.8,InterContinental,"Restaurant,Laundry,Parking,Spa,Balcony,Business Center,Room Service,Breakfast",2.5,Bangkok,Thailand
H00832,Crown Dubai Manor,"Dubai, UAE","[25.159219, 55.269804]",2.0,7.5,402,Hotel,0.5,7.3,Ritz-Carlton,"Gym,Business Center,Beach Access,Airport Shuttle,Bar,Conference Rooms,Air Conditioning",2.6,Dubai,UAE
H00833,Hughes-Alvarado Manor,"New York, USA","[40.642536, -73.997881]",3.0,7.8,1000,Apartment,0.4,17.3,Marriott,"Airport Shuttle,Pool,Concierge,Spa,Beach Access,Balcony,Kitchen,Conference Rooms,Air Conditioning",3.4,New York,USA
H00834,Royal Amsterdam Lodge,"Amsterdam, Netherlands","[52.364702, 4.992346]",3.0,9.8,2323,Hotel,8.9,38.1,Westin,"Restaurant,Breakfast,24h Front Desk,Business Center,Room Service,Beach Access,Balcony,Gym,Concierge,Kitchen,Pet Friendly,Laundry,Airport Shuttle",4.1,Amsterdam,Netherlands
H00835,Pollard Simpson and Johnson Resort,"London, UK","[51.495927, -0.069382]",3.0,8.6,188,Resort,1.0,14.4,Best Western,"Concierge,Gym,Air Conditioning,Room Service,Bar,WiFi,Balcony,Pet Friendly,Restaurant",3.9,London,UK
H00836,Sanford Rivera and Garcia Lodge,"Miami, USA","[25.709197, -80.222639]",3.0,7.7,581,Hotel,1.8,36.8,Best Western,"Balcony,Bar,Parking,Business Center,Kitchen,Airport Shuttle,Beach Access",3.5,Miami,USA
H00837,Garcia-Lozano Suites,"Istanbul, Turkey","[41.025202, 28.963686]",3.0,8.1,1845,Resort,1.3,24.0,Accor,"Air Conditioning,Parking,Spa,Business Center,Kitchen,Laundry",4.3,Istanbul,Turkey
H00838,Plaza Prague Lodge,"Prague, Czech Republic","[50.162016, 14.325521]",5.0,10.0,938,Hotel,7.5,28.5,Westin,"Business Center,Concierge,Spa,Bar,Laundry,Balcony,Airport Shuttle,Pool,Air Conditioning,Room Service,Gym,Beach Access,Conference Rooms,Restaurant,Kitchen,24h Front Desk",4.3,Prague,Czech Republic
H00839,Grand Sydney Inn,"Sydney, Australia","[-33.886814, 151.240427]",5.0,10.0,2446,Hostel,2.9,22.4,Four Seasons,"Pool,Kitchen,Airport Shuttle,Conference Rooms,Breakfast,Room Service,Laundry,24h Front Desk,Business Center,Concierge,Air Conditioning",3.0,Sydney,Australia
H00840,Imperial Amsterdam Lodge,"Amsterdam, Netherlands","[52.32889, 4.851139]",2.0,7.3,624,Hotel,9.4,-7.2,Westin,"Airport Shuttle,Pool,Parking,Laundry,Concierge",1.9,Amsterdam,Netherlands
H00841,Bowen Group Inn,"Tokyo, Japan","[35.696103, 139.732937]",4.0,9.1,747,Hotel,2.8,17.0,St. Regis,"Beach Access,Airport Shuttle,Restaurant,WiFi,Balcony,24h Front Desk,Room Service,Pool,Pet Friendly,Bar,Breakfast,Conference Rooms,Laundry",3.2,Tokyo,Japan
H00842,Rome Grand Hotel,"Rome, Italy","[41.877851, 12.50726]",4.0,9.0,1173,Resort,2.3,11.4,Marriott,"Bar,Kitchen,24h Front Desk,Business Center,Parking,Breakfast,Gym,Beach Access,Laundry,Room Service,Spa",2.6,Rome,Italy
H00843,Premier Bangkok Resort,"Bangkok, Thailand","[13.786848, 100.50948]",3.0,8.1,555,Hostel,0.3,35.2,Hilton,"Spa,Balcony,24h Front Desk,Air Conditioning,Pool,Gym,Restaurant,Concierge,WiFi",2.7,Bangkok,Thailand
H00844,Booker Jones and Harrington Manor,"Barcelona, Spain","[41.364931, 2.236442]",4.0,9.5,41,Hotel,1.3,28.7,Ibis,"Spa,24h Front Desk,Breakfast,Restaurant,Conference Rooms,Concierge,Pool,Laundry,Kitchen",2.9,Barcelona,Spain
H00845,London Plaza Suites,"London, UK","[51.50575, -0.153668]",3.0,9.1,1577,Hotel,2.1,32.4,Westin,"WiFi,Kitchen,Restaurant,Spa,24h Front Desk,Balcony,Concierge,Parking,Breakfast,Bar,Room Service",4.3,London,UK
H00846,Morgan-Schwartz Suites,"Tokyo, Japan","[35.760187, 139.667405]",2.0,8.6,286,Hostel,2.1,9.7,Hampton Inn,"Conference Rooms,Breakfast,Air Conditioning,24h Front Desk,Parking,Room Service,Pool,Spa",4.3,Tokyo,Japan
H00847,Miller Murphy and Craig Hotel,"Istanbul, Turkey","[41.001186, 28.952142]",4.0,9.8,1629,Hotel,0.7,28.6,Novotel,"Balcony,Business Center,24h Front Desk,WiFi,Air Conditioning,Pet Friendly,Room Service,Bar,Conference Rooms,Pool",1.6,Istanbul,Turkey
H00848,Amsterdam Imperial Resort,"Amsterdam, Netherlands","[52.281546, 4.88618]",3.0,7.8,395,Hotel,4.0,39.7,Four Seasons,"Laundry,Pet Friendly,Air Conditioning,Spa,Parking,Bar,Gym,24h Front Desk,Airport Shuttle",2.6,Amsterdam,Netherlands
H00849,James Stewart and Higgins Hotel,"Mumbai, India","[19.073876, 72.759815]",3.0,7.8,457,Hotel,4.4,36.9,Four Seasons,"Business Center,Gym,Restaurant,24h Front Desk,Air Conditioning,Conference Rooms,Pet Friendly",4.3,Mumbai,India
H00850,Brennan-Johnson House,"Barcelona, Spain","[41.418462, 2.206527]",4.0,8.8,1443,Hotel,12.2,22.7,Four Seasons,"Concierge,Parking,Airport Shuttle,Restaurant,Pool,Bar,Pet Friendly,Breakfast,24h Front Desk,Room Service,WiFi,Balcony",4.4,Barcelona,Spain
H00851,Young Ltd Hotel,"Istanbul, Turkey","[41.013992, 28.98983]",4.0,9.1,89,Hotel,4.1,9.3,InterContinental,"Air Conditioning,Airport Shuttle,Business Center,Breakfast,Laundry,Pet Friendly,Kitchen,Conference Rooms,24h Front Desk",3.4,Istanbul,Turkey
H00852,Sydney Crown House,"Sydney, Australia","[-33.921427, 151.202856]",5.0,9.7,258,Resort,1.0,28.2,Ritz-Carlton,"Gym,24h Front Desk,Restaurant,WiFi,Bar,Conference Rooms,Pet Friendly,Pool,Beach Access,Spa,Business Center,Breakfast,Balcony",1.8,Sydney,Australia
H00853,Bright-Francis Resort,"Miami, USA","[25.7595, -80.208826]",5.0,10.0,1042,Hotel,0.4,40.1,Radisson,"Restaurant,Kitchen,Concierge,24h Front Desk,WiFi,Beach Access,Pool,Room Service,Laundry,Airport Shuttle,Pet Friendly,Conference Rooms,Bar,Parking",4.1,Miami,USA
H00854,Good-Hodges Hotel,"Vienna, Austria","[48.1542, 16.308152]",4.0,9.4,406,Hotel,2.2,18.3,Holiday Inn,"Balcony,Room Service,Pet Friendly,Beach Access,Conference Rooms,Business Center,Laundry,Spa,Bar,Gym,Airport Shuttle",3.3,Vienna,Austria
H00855,Sydney Crown Lodge,"Sydney, Australia","[-33.842177, 151.152093]",5.0,10.0,441,Hotel,0.1,35.7,Renaissance,"Bar,Restaurant,Air Conditioning,Gym,WiFi,Breakfast,Pet Friendly,Spa,24h Front Desk,Pool,Conference Rooms,Business Center,Beach Access,Kitchen,Room Service,Laundry,Concierge",1.2,Sydney,Australia
H00856,Brennan Wallace and Benson Suites,"Dubai, UAE","[25.16213, 55.319066]",3.0,8.8,546,Hotel,1.5,40.4,Courtyard,"WiFi,Room Service,Conference Rooms,Parking,Concierge,Balcony,Pet Friendly",3.3,Dubai,UAE
H00857,Istanbul Golden Lodge,"Istanbul, Turkey","[41.008859, 28.939964]",5.0,10.0,36,Hotel,5.1,6.3,Novotel,"Kitchen,Room Service,Gym,Restaurant,Spa,Pet Friendly,Air Conditioning,Balcony,Beach Access,24h Front Desk",2.1,Istanbul,Turkey
H00858,Grand Prague House,"Prague, Czech Republic","[50.177724, 14.492986]",3.0,8.2,3075,Apartment,1.7,13.2,Renaissance,"Breakfast,Beach Access,Conference Rooms,Air Conditioning",3.2,Prague,Czech Republic
H00859,Garden Rome Suites,"Rome, Italy","[41.913782, 12.579998]",3.0,8.7,217,Resort,4.8,14.7,Four Seasons,"Gym,Restaurant,Breakfast,Bar,Air Conditioning,Concierge,WiFi,Balcony,Pool,Laundry",1.0,Rome,Italy
H00860,Williams Lodge,"Prague, Czech Republic","[50.051299, 14.475287]",4.0,8.2,249,Hotel,2.0,31.3,Hyatt,"Parking,Balcony,Spa,Business Center,24h Front Desk,Room Service,Air Conditioning,Laundry,Pet Friendly,Breakfast,Bar",3.0,Prague,Czech Republic
H00861,Howard-Jordan Suites,"São Paulo, Brazil","[-23.589057, -46.659932]",3.0,8.9,558,Resort,4.0,20.0,Best Western,"Room Service,Bar,Conference Rooms,Restaurant,Concierge,Kitchen,Business Center,Air Conditioning,Pet Friendly,Balcony",1.7,São Paulo,Brazil
H00862,Schmidt PLC Hotel,"Madrid, Spain","[40.443952, -3.683316]",3.0,8.1,570,Resort,3.5,33.1,Westin,"WiFi,Pet Friendly,Laundry,Breakfast,Concierge,Spa,Parking,Conference Rooms,Kitchen,Room Service",1.1,Madrid,Spain
H00863,Sparks Jackson and Miller Hotel,"Los Angeles, USA","[33.99563, -118.199331]",3.0,8.9,329,Hotel,8.1,17.4,Courtyard,"Pet Friendly,Balcony,Room Service,WiFi,Parking,Bar,Pool,Laundry,Restaurant,Conference Rooms",3.0,Los Angeles,USA
H00864,Premier Miami House,"Miami, USA","[25.746715, -80.228139]",4.0,8.8,333,Hotel,10.6,26.3,St. Regis,"24h Front Desk,Pool,Conference Rooms,Kitchen,Breakfast,Parking,Concierge,WiFi,Pet Friendly,Business Center,Laundry,Airport Shuttle,Balcony",4.8,Miami,USA
H00865,Tokyo Royal House,"Tokyo, Japan","[35.70506, 139.588849]",5.0,10.0,620,Hotel,1.6,23.3,St. Regis,"Pool,Pet Friendly,WiFi,Restaurant,Bar,Concierge,Laundry,Gym,Beach Access,Room Service,Breakfast,Kitchen,Business Center",3.2,Tokyo,Japan
H00866,Harvey-Allen Manor,"Barcelona, Spain","[41.457008, 2.255261]",5.0,9.3,681,Villa,2.3,16.4,Courtyard,"Room Service,WiFi,Airport Shuttle,Kitchen,Bar,Laundry,Parking,Pet Friendly,Air Conditioning,Conference Rooms,Breakfast,Beach Access,Balcony,Business Center,24h Front Desk,Concierge,Restaurant,Spa",4.1,Barcelona,Spain
H00867,New York Premier House,"New York, USA","[40.713347, -74.080072]",2.0,7.4,184,Hotel,2.6,27.1,Marriott,"Bar,Laundry,Pool,Conference Rooms,Room Service,Pet Friendly",2.7,New York,USA
H00868,Silver Vienna Manor,"Vienna, Austria","[48.238958, 16.342238]",5.0,10.0,210,Apartment,4.0,43.8,Marriott,"Conference Rooms,Kitchen,Pet Friendly,Spa,Airport Shuttle,Business Center,Parking,Breakfast,Pool,Concierge,Laundry,24h Front Desk,Beach Access,WiFi,Air Conditioning,Room Service",3.5,Vienna,Austria
H00869,Imperial Madrid Lodge,"Madrid, Spain","[40.366719, -3.699452]",5.0,9.7,2252,B&B,3.6,15.4,Holiday Inn,"WiFi,Room Service,Pet Friendly,Laundry,Gym,Balcony,Kitchen,Spa,Restaurant,Airport Shuttle,24h Front Desk,Air Conditioning,Concierge,Beach Access,Parking,Conference Rooms",2.5,Madrid,Spain
H00870,Sydney Central Lodge,"Sydney, Australia","[-33.752918, 151.275011]",3.0,8.8,1021,Apartment,1.9,10.8,Best Western,"Business Center,Room Service,Conference Rooms,Breakfast,Bar,Restaurant,Laundry,Pet Friendly",3.1,Sydney,Australia
H00871,Thomas Murray and King House,"Dubai, UAE","[25.155938, 55.35772]",4.0,9.6,1999,Hostel,14.3,35.4,Hampton Inn,"Balcony,Laundry,Bar,Pool,24h Front Desk,Gym,Conference Rooms,Parking,Spa,Room Service",1.5,Dubai,UAE
H00872,Rome Central Inn,"Rome, Italy","[41.851857, 12.477094]",4.0,9.7,1073,B&B,0.2,25.6,W Hotels,"Airport Shuttle,Balcony,Kitchen,Conference Rooms,Gym,Breakfast,24h Front Desk,Spa,Restaurant,Concierge,Business Center,Pet Friendly,WiFi,Parking,Laundry,Pool",3.3,Rome,Italy
